0.000000	4.158686	50.000000
1.000000	4.152270	50.000000
2.000000	4.147268	50.000000
3.000000	4.142988	50.000000
4.000000	4.139168	50.000000
5.000000	4.135677	50.000000
6.000000	4.132437	50.000000
7.000000	4.129397	50.000000
8.000000	4.126523	50.000000
9.000000	4.123789	50.000000
10.000000	4.121179	50.000000
11.000000	4.118815	50.000000
12.000000	4.116748	50.000000
13.000000	4.115001	50.000000
14.000000	4.113316	50.000000
15.000000	4.111683	50.000000
16.000000	4.110097	50.000000
17.000000	4.108554	50.000000
18.000000	4.107050	50.000000
19.000000	4.105583	50.000000
20.000000	4.104150	50.000000
21.000000	4.102747	50.000000
22.000000	4.101373	50.000000
23.000000	4.100025	50.000000
24.000000	4.098703	50.000000
25.000000	4.097403	50.000000
26.000000	4.096125	50.000000
27.000000	4.094867	50.000000
28.000000	4.093628	50.000000
29.000000	4.092407	50.000000
30.000000	4.091202	50.000000
31.000000	4.090013	50.000000
32.000000	4.088839	50.000000
33.000000	4.087679	50.000000
34.000000	4.086532	50.000000
35.000000	4.085397	50.000000
36.000000	4.084274	50.000000
37.000000	4.083163	50.000000
38.000000	4.082062	50.000000
39.000000	4.080971	50.000000
40.000000	4.079889	50.000000
41.000000	4.078817	50.000000
42.000000	4.077753	50.000000
43.000000	4.076697	50.000000
44.000000	4.075649	50.000000
45.000000	4.074609	50.000000
46.000000	4.073575	50.000000
47.000000	4.072548	50.000000
48.000000	4.071527	50.000000
49.000000	4.070513	50.000000
50.000000	4.069504	50.000000
51.000000	4.068500	50.000000
52.000000	4.067501	50.000000
53.000000	4.066507	50.000000
54.000000	4.065511	50.000000
55.000000	4.064514	50.000000
56.000000	4.063518	50.000000
57.000000	4.062517	50.000000
58.000000	4.061516	50.000000
59.000000	4.060512	50.000000
60.000000	4.059498	50.000000
61.000000	4.058469	50.000000
62.000000	4.057443	50.000000
63.000000	4.056421	50.000000
64.000000	4.055402	50.000000
65.000000	4.054387	50.000000
66.000000	4.053374	50.000000
67.000000	4.052365	50.000000
68.000000	4.051358	50.000000
69.000000	4.050354	50.000000
70.000000	4.049352	50.000000
71.000000	4.048354	50.000000
72.000000	4.047358	50.000000
73.000000	4.046365	50.000000
74.000000	4.045375	50.000000
75.000000	4.044388	50.000000
76.000000	4.043403	50.000000
77.000000	4.042420	50.000000
78.000000	4.041441	50.000000
79.000000	4.040463	50.000000
80.000000	4.039488	50.000000
81.000000	4.038515	50.000000
82.000000	4.037544	50.000000
83.000000	4.036576	50.000000
